Time_Interval,Time_Period,Start_Time_Label,End_Time_Label,Time_Label,MCS_1_Charging_kW,MCS_1_Discharging_kW,MCS_1_Traveling_kW,MCS_1_NetPower_kW,MCS_1_SOE_Start_kWh,MCS_1_SOE_End_kWh,MCS_1_sum_x,MCS_1_sum_y_trv,MCS_1_sum_z,CEV_1_Charging_kW,CEV_1_Working_kW,CEV_1_NetPower_kW,CEV_1_SOE_Start_kWh,CEV_1_SOE_End_kWh
54,54,21:15,21:30,21:30,1.9480104255389894,0.0,0,1.9480104255389894,230.10594352918304,230.56859600524854,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8
55,55,21:30,21:45,21:45,1.9480104255389894,0.0,0,1.9480104255389894,230.56859600524854,231.03124848131404,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8
56,56,21:45,22:00,22:00,1.9480104255389894,0.0,0,1.9480104255389894,231.03124848131404,231.49390095737954,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8
57,57,22:00,22:15,22:15,1.9480104255389894,0.0,0,1.9480104255389894,231.49390095737954,231.95655343344504,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8
58,58,22:15,22:30,22:30,1.9480104255389894,0.0,0,1.9480104255389894,231.95655343344504,232.41920590951054,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8
59,59,22:30,22:45,22:45,1.9480104255389894,0.0,0,1.9480104255389894,232.41920590951054,232.88185838557604,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8
60,60,22:45,23:00,23:00,1.9480104255389894,0.0,0,1.9480104255389894,232.88185838557604,233.34451086164154,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8
61,61,23:00,23:15,23:15,1.9480104255389894,0.0,0,1.9480104255389894,233.34451086164154,233.80716333770704,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8
62,62,23:15,23:30,23:30,1.9480104255389894,0.0,0,1.9480104255389894,233.80716333770704,234.26981581377254,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8
63,63,23:30,23:45,23:45,1.9480104255389894,0.0,0,1.9480104255389894,234.26981581377254,234.73246828983804,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8
64,64,23:45,00:00,00:00,1.9480104255389894,0.0,0,1.9480104255389894,234.73246828983804,235.19512076590354,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8
65,65,00:00,00:15,00:15,1.9480104255389894,0.0,0,1.9480104255389894,235.19512076590354,235.65777324196904,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8
66,66,00:15,00:30,00:30,1.9480104255389894,0.0,0,1.9480104255389894,235.65777324196904,236.12042571803454,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8
67,67,00:30,00:45,00:45,1.9480104255389894,0.0,0,1.9480104255389894,236.12042571803454,236.58307819410004,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8
68,68,00:45,01:00,01:00,1.9480104255389894,0.0,0,1.9480104255389894,236.58307819410004,237.04573067016554,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8
69,69,01:00,01:15,01:15,1.9480104255389894,0.0,0,1.9480104255389894,237.04573067016554,237.50838314623104,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8
70,70,01:15,01:30,01:30,1.9480104255389894,0.0,0,1.9480104255389894,237.50838314623104,237.97103562229654,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8
71,71,01:30,01:45,01:45,1.9480104255389894,0.0,0,1.9480104255389894,237.97103562229654,238.43368809836204,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8
72,72,01:45,02:00,02:00,1.9480104255389894,0.0,0,1.9480104255389894,238.43368809836204,238.89634057442754,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8
73,73,02:00,02:15,02:15,1.9480104255389894,0.0,0,1.9480104255389894,238.89634057442754,239.35899305049304,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8
74,74,02:15,02:30,02:30,1.9480104255389894,0.0,0,1.9480104255389894,239.35899305049304,239.82164552655854,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8
75,75,02:30,02:45,02:45,1.9480104255389894,0.0,0,1.9480104255389894,239.82164552655854,240.28429800262404,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8
76,76,02:45,03:00,03:00,1.9480104255389894,0.0,0,1.9480104255389894,240.28429800262404,240.74695047868954,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8
